WKT,nama,deskripsi
"POLYGON ((106.8509329 -6.2328482, 106.8507076 -6.2333388, 106.8506754 -6.2338081, 106.8508041 -6.2343521, 106.8510831 -6.2346187, 106.8521989 -6.2353013, 106.8525637 -6.2356319, 106.8527246 -6.2360265, 106.8526388 -6.2366878, 106.8525077 -6.2370663, 106.8522985 -6.2376636, 106.8521483 -6.2382662, 106.8520356 -6.2386874, 106.851831 -6.2395095, 106.851713 -6.2399255, 106.8520778 -6.2405867, 106.8523997 -6.2414186, 106.8527323 -6.2420905, 106.8539124 -6.2420479, 106.8533438 -6.2413546, 106.8529897 -6.2405227, 106.8529039 -6.2395522, 106.8531185 -6.2388056, 106.8533974 -6.2378884, 106.8535047 -6.2374938, 106.8535798 -6.2368006, 106.8535155 -6.2359687, 106.853258 -6.2347315, 106.8528395 -6.2348275, 106.8527537 -6.2343582, 106.8526464 -6.2336969, 106.8525391 -6.233505, 106.8516808 -6.2335156, 106.8514233 -6.2335476, 106.8512731 -6.2334196, 106.8512731 -6.2330783, 106.8509329 -6.2328482))",Tebet Eco Park,
