WKT,nama,deskripsi
"POLYGON ((106.8161983 -6.3050157, 106.8162058 -6.3054846, 106.8162595 -6.3058631, 106.8166795 -6.3065702, 106.8169424 -6.3069434, 106.8169799 -6.3071673, 106.8167224 -6.3077752, 106.8164328 -6.3079885, 106.8161324 -6.3079778, 106.8159408 -6.3081829, 106.8156834 -6.3096438, 106.8162413 -6.3106676, 106.8176575 -6.3100704, 106.817636 -6.311414, 106.8178291 -6.3147198, 106.817121 -6.3151463, 106.8164987 -6.315061, 106.8163056 -6.3158928, 106.8165846 -6.3161914, 106.817872 -6.3161701, 106.8185372 -6.3163833, 106.819138 -6.3167246, 106.8190737 -6.3171511, 106.8202109 -6.3173431, 106.8219275 -6.317471, 106.8227858 -6.3172578, 106.8236871 -6.3173644, 106.8236871 -6.3177056, 106.8246527 -6.3177696, 106.8249316 -6.3172151, 106.8252749 -6.3148478, 106.8254251 -6.3135894, 106.8254466 -6.3131416, 106.8256612 -6.3115207, 106.8258543 -6.3112221, 106.826498 -6.3113927, 106.8266911 -6.3110088, 106.8269701 -6.3087481, 106.825232 -6.3085774, 106.8253608 -6.3070418, 106.8249745 -6.3068286, 106.8245239 -6.3070205, 106.8245883 -6.306402, 106.8205328 -6.3066153, 106.820404 -6.3057408, 106.8184729 -6.3053143, 106.8161983 -6.3050157))",Ragunan,
